id,club_code,current_club,previous_club,first_name,middle_name,last_name,jersey_name,jersey_number,nationality,position,appearances,substitute_appearances,goals_scored,own_goals,assists_made
4506,NEW,Newcastle United,Nottingham Forest,Jamaal,,Lascelles,Lascelles,6,England,Defender,3.0,0.0,0.0,0.0,0.0
4507,NEW,Newcastle United,Norwich City,Jacob,,Murphy,Murphy,7,England,Midfielder,3.0,2.0,0.0,0.0,0.0
4508,NEW,Newcastle United,Swansea City,Jonjo,,Shelvey,Shelvey,8,England,Midfielder,2.0,0.0,0.0,0.0,0.0
4509,NEW,Newcastle United,West Brom Albion,José,Salomón,Rondón,Rondón,9,Venezuela,Forward,3.0,1.0,0.0,0.0,1.0
4510,NEW,Newcastle United,Hull City,Mohamed,,Diamé,Diamé,10,Senegal,Midfielder,4.0,0.0,0.0,0.0,0.0
4511,NEW,Newcastle United,Bournemouth,Matt,,Ritchie,Ritchie,11,Scotland,Midfielder,3.0,0.0,0.0,0.0,1.0
4512,NEW,Newcastle United,Sparta Prague,Martin,,Dúbravka,Dúbravka,12,Slovakia,Goalkeeper,4.0,0.0,0.0,0.0,0.0
4513,NEW,Newcastle United,Mainz,Yoshinori,,Mutō,Mutō,13,Japan,Forward,3.0,3.0,0.0,0.0,0.0
4514,NEW,Newcastle United,Arsenal,Isaac,,Hayden,Hayden,14,England,Defender,1.0,1.0,0.0,0.0,0.0
4515,NEW,Newcastle United,Chelsea,Robert,,Kenedy,Kenedy,15,Brazil,Midfielder,3.0,0.0,0.0,0.0,0.0
4516,NEW,Newcastle United,Tenerife,Ayoze,,Pérez,Pérez,17,Spain,Forward,4.0,1.0,0.0,0.0,0.0
4517,NEW,Newcastle United,Swansea City,Federico,,Fernández,Fernández,18,Argentina,Defender,2.0,0.0,0.0,0.0,0.0
4518,NEW,Newcastle United,Atlético Madrid,Javi,,Manquillo,Manquillo,19,Spain,Defender,1.0,0.0,0.0,0.0,0.0
4519,NEW,Newcastle United,Eibar,Florian,,Lejeune,Lejeune,20,France,Defender,,,,,
4520,NEW,Newcastle United,Stoke City,José,,Luis,Joselu,21,Spain,Forward,4.0,2.0,2.0,0.0,0.0
4521,NEW,Newcastle United,Tottenham Hotspur,DeAndre,,Yedlin,Yedlin,22,United States,Defender,3.0,0.0,1.0,1.0,1.0
4522,NEW,Newcastle United,,Jamie,,Sterry,Sterry,25,England,Defender,,,,,
4523,NEW,Newcastle United,Nottingham Forest,Karl,,Darlow,Darlow,26,England,Goalkeeper,,,,,
4524,NEW,Newcastle United,Chelsea,Christian,,Atsu,Atsu,30,Ghana,Midfielder,2.0,2.0,0.0,0.0,0.0
4525,NEW,Newcastle United,,Sean,,Longstaff,Longstaff,36,England,Midfielder,,,,,
4526,NEW,Newcastle United,,Callum,,Roberts,Roberts,37,England,Forward,,,,,
4527,NEW,Newcastle United,Crystal Palace,Freddie,,Woodman,Woodman,41,England,Goalkeeper,,,,,
4601,TOT,Tottenham Hotspur,Lyon,Hugo,,Lloris,Lloris,1,France,Goalkeeper,3.0,0.0,0.0,0.0,0.0
4602,TOT,Tottenham Hotspur,Burnley,Kieran,,Trippier,Trippier,2,England,Defender,3.0,0.0,1.0,0.0,1.0
4603,TOT,Tottenham Hotspur,Leeds United,Danny,,Rose,Rose,3,England,Defender,2.0,1.0,0.0,0.0,0.0
4604,TOT,Tottenham Hotspur,Atlético Madrid,Toby,,Alderweireld,Alderweireld,4,Belgium,Defender,3.0,0.0,0.0,0.0,0.0
4605,TOT,Tottenham Hotspur,Ajax,Jan,,Vertonghen,Vertonghen,5,Belgium,Defender,4.0,0.0,1.0,0.0,0.0
4606,TOT,Tottenham Hotspur,Ajax,Davinson,,Sánchez,Sánchez,6,Colombia,Defender,3.0,0.0,0.0,0.0,1.0
4607,TOT,Tottenham Hotspur,Bayer Leverkusen,Son,,Heung-Min,Heung-Min,7,South Korea,Forward,1.0,1.0,0.0,0.0,0.0
4608,TOT,Tottenham Hotspur,,Harry,,Winks,Winks,8,England,Midfielder,3.0,3.0,0.0,0.0,0.0
4609,TOT,Tottenham Hotspur,,Harry,,Kane,Kane,10,England,Forward,4.0,0.0,2.0,0.0,1.0
4610,TOT,Tottenham Hotspur,Roma,Erik,,Lamela,Lamela,11,Argentina,Midfielder,1.0,1.0,0.0,0.0,1.0
4611,TOT,Tottenham Hotspur,Southampton,Victor,,Wanyama,Wanyama,12,Kenya,Midfielder,,,,,
4612,TOT,Tottenham Hotspur,Swansea City,Michel,,Vorm,Vorm,13,Netherlands,Goalkeeper,1.0,0.0,0.0,0.0,0.0
4613,TOT,Tottenham Hotspur,Marseille,Georges-Kevin,,Nkoudou,Nkoudou,14,France,Midfielder,,,,,
4614,TOT,Tottenham Hotspur,Sporting CP,Eric,,Dier,Dier,15,England,Midfielder,3.0,0.0,0.0,0.0,0.0
4615,TOT,Tottenham Hotspur,,Kyle,,Walker-Peters,Walker-Peters,16,England,Defender,,,,,
4616,TOT,Tottenham Hotspur,Newcastle United,Moussa,,Sissoko,Sissoko,17,France,Midfielder,1.0,0.0,0.0,0.0,0.0
4617,TOT,Tottenham Hotspur,Swansea City,Fernando,,Llorente,Llorente,18,Spain,Forward,1.0,1.0,0.0,0.0,0.0
4618,TOT,Tottenham Hotspur,Fulham,Mousa,,Dembélé,Dembélé,19,Belgium,Midfielder,4.0,2.0,0.0,0.0,0.0
4619,TOT,Tottenham Hotspur,MK Dons,Dele,,Alli,Alli,20,England,Midfielder,4.0,0.0,1.0,0.0,0.0
4620,TOT,Tottenham Hotspur,Estudiantes,Juan,,Foyth,Foyth,21,Argentina,Defender,,,,,
4621,TOT,Tottenham Hotspur,Southampton,Paulo,,Gazzaniga,Gazzaniga,22,Argentina,Goalkeeper,,,,,
4622,TOT,Tottenham Hotspur,Ajax,Christian,,Eriksen,Eriksen,23,Denmark,Midfielder,4.0,0.0,0.0,0.0,1.0
4623,TOT,Tottenham Hotspur,Paris St-Germain,Serge,,Aurier,Aurier,24,Ivory Coast,Defender,2.0,1.0,0.0,0.0,1.0
4625,TOT,Tottenham Hotspur,Paris St-Germain,Lucas,,Moura,Moura,27,Brazil,Midfielder,4.0,0.0,3.0,0.0,0.0
4626,TOT,Tottenham Hotspur,Swansea City,Ben,,Davies,Davies,33,Wales,Defender,4.0,1.0,0.0,0.0,0.0
4627,TOT,Tottenham Hotspur,,HCameronugo,,Carter-Vickers,Carter-Vickers,38,United States,Defender,,,,,
4628,TOT,Tottenham Hotspur,,Luke,,Amos,Amos,40,England,Midfielder,1.0,1.0,0.0,0.0,0.0
4629,TOT,Tottenham Hotspur,,Oliver,,Skipp,Skipp,52,England,Midfielder,,,,,
4701,WAT,Watford,Tottenham Hotspur,Heurelho,,Gomes,Gomes,1,Brazil,Goalkeeper,,,,,
4702,WAT,Watford,Newcastle United,Daryl,,Janmaat,Janmaat,2,Netherlands,Defender,4.0,0.0,0.0,0.0,1.0
4703,WAT,Watford,Napoli,Miguel,Angel,Britos,Britos,3,Uruguay,Defender,,,,,
4704,WAT,Watford,Sunderland,Younès,,Kaboul,Kaboul,4,France,Defender,,,,,
4705,WAT,Watford,Werder Bremen,Sebastian,,Prödl,Prödl,5,Austria,Defender,,,,,
4706,WAT,Watford,Crystal Palace,Adrian,,Mariappa,Mariappa,6,Jamaica,Defender,1.0,1.0,0.0,0.0,0.0
4707,WAT,Watford,Barcelona,Gerard,,Deulofeu,Deulofeu,7,Spain,Forward,,,,,
4708,WAT,Watford,Everton,Tom,,Cleverley,Cleverley,8,England,Midfielder,,,,,
4709,WAT,Watford,Walsall,Troy,,Deeney,Deeney,9,England,Forward,4.0,0.0,2.0,0.0,1.0
4710,WAT,Watford,Granada,Isaac,,Success,Success,10,Nigeria,Forward,4.0,4.0,0.0,0.0,0.0
4711,WAT,Watford,Bologna,Adam,,Masina,Masina,11,Morocco,Defender,,,,,
4712,WAT,Watford,Östersunds FK,Ken,,Sema,Sema,12,Sweden,Midfielder,3.0,3.0,0.0,0.0,0.0
4713,WAT,Watford,Chelsea,Nathaniel,,Chalobah,Chalobah,14,England,Defender,1.0,1.0,0.0,0.0,0.0
4714,WAT,Watford,Blackpool,Craig,,Cathcart,Cathcart,15,Northern Ireland,Defender,4.0,0.0,1.0,0.0,0.0
4715,WAT,Watford,Rennes,Abdoulaye,,Doucouré,Doucouré,16,France,Midfielder,4.0,0.0,0.0,1.0,1.0
4716,WAT,Watford,Udinese,Adalberto,,Peñaranda,Peñaranda,17,Venezuela,Forward,,,,,
4717,WAT,Watford,Burnley,Andre,,Gray,Gray,18,England,Forward,4.0,0.0,1.0,0.0,0.0
4718,WAT,Watford,Derby County,Will,,Hughes,Hughes,19,England,Midfielder,4.0,0.0,1.0,0.0,0.0
4719,WAT,Watford,West Ham United,Domingos,,Quina,Quina,20,Portugal,Midfielder,,,,,
4720,WAT,Watford,Alavés,Kiko,,Femenía,Femenía,21,Spain,Midfielder,2.0,2.0,0.0,0.0,0.0
4721,WAT,Watford,Sporting CP,Marvin,,Zeegelaar,Zeegelaar,22,Netherlands,Defender,,,,,
4722,WAT,Watford,Espanyol,Marc,,Navarro,Navarro,23,Spain,Defender,,,,,
4723,WAT,Watford,Stevenage,Ben,,Wilmot,Wilmot,24,England,Defender,,,,,
4724,WAT,Watford,Roma,José,,Holebas,Holebas,25,Greece,Defender,4.0,0.0,1.0,0.0,4.0
4725,WAT,Watford,West Brom Albion,Ben,,Foster,Foster,26,England,Goalkeeper,4.0,0.0,0.0,0.0,0.0
4726,WAT,Watford,KRC Genk,Christian,,Kabasele,Kabasele,27,Belgium,Defender,4.0,0.0,0.0,0.0,0.0
4727,WAT,Watford,Tottenham Hotspur,Étienne,,Capoue,Capoue,29,France,Midfielder,4.0,0.0,0.0,0.0,1.0
4728,WAT,Watford,IFK Göteborg,Pontus,,Dahlberg,Dahlberg,30,Sweden,Goalkeeper,,,,,
4729,WAT,Watford,Anderlecht,Stefano,,Okaka,Okaka,33,Italy,Forward,,,,,
4730,WAT,Watford,Juventus,Roberto,,Pereyra,Pereyra,37,Argentina,Midfielder,4.0,0.0,3.0,0.0,0.0
4801,WHU,West Ham United,Swansea City,Łukasz,,Fabiański,Fabiański,1,Poland,Goalkeeper,4.0,0.0,0.0,0.0,0.0
4802,WHU,West Ham United,FC Midtjylland,Winston,,Reid,Reid,2,New Zealand,Defender,,,,,
4803,WHU,West Ham United,Ipswich Town,Aaron,,Cresswell,Cresswell,3,England,Defender,1.0,0.0,0.0,0.0,0.0
4804,WHU,West Ham United,Corinthians,Fabián,,Balbuena,Balbuena,4,Paraguay,Defender,4.0,0.0,0.0,0.0,0.0
4805,WHU,West Ham United,Manchester City,Pablo,,Zabaleta,Zabaleta,5,Argentina,Defender,1.0,0.0,0.0,0.0,0.0
4806,WHU,West Ham United,Stoke City,Marko,,Arnautović,Arnautović,7,Austria,Forward,4.0,0.0,2.0,0.0,0.0
4807,WHU,West Ham United,Lazio,Felipe,,Anderson,Anderson,8,Brazil,Midfielder,4.0,0.0,0.0,0.0,1.0
4808,WHU,West Ham United,Liverpool,Andy,,Carroll,Carroll,9,England,Forward,,,,,
4809,WHU,West Ham United,Al-Jazira,Manuel,,Lanzini,Lanzini,10,Argentina,Midfielder,,,,,
4810,WHU,West Ham United,Hull City,Robert,,Snodgrass,Snodgrass,11,Scotland,Midfielder,4.0,1.0,0.0,0.0,0.0
4811,WHU,West Ham United,Betis,Adrián,,del Castillo,Adrián,13,Spain,Goalkeeper,,,,,
4812,WHU,West Ham United,Sampdoria,Pedro,,Obiang,Obiang,14,Spain,Midfielder,1.0,1.0,0.0,0.0,0.0
4813,WHU,West Ham United,Fiorentina,Carlos,,Sánchez,Sánchez,15,Colombia,Midfielder,3.0,1.0,0.0,0.0,0.0
4814,WHU,West Ham United,,Mark,,Noble,Noble,16,England,Midfielder,2.0,0.0,0.0,0.0,0.0
4815,WHU,West Ham United,Bayer Leverkusen,Javier,,Hernández,Chicharito,17,Mexico,Forward,4.0,3.0,0.0,0.0,0.0
4816,WHU,West Ham United,Arsenal,Jack,,Wilshere,Wilshere,19,England,Midfielder,4.0,0.0,0.0,0.0,0.0
4817,WHU,West Ham United,Borussia Dortmund,Andriy,,Yarmolenko,Yarmolenko,20,Ukraine,Forward,4.0,4.0,0.0,0.0,0.0
4818,WHU,West Ham United,Juventus,Angelo,,Ogbonna,Ogbonna,21,Italy,Defender,2.0,0.0,0.0,0.0,0.0
4819,WHU,West Ham United,Toulouse,Issa,,Diop,Diop,23,France,Defender,2.0,0.0,0.0,1.0,0.0
4820,WHU,West Ham United,Fulham,Ryan,,Fredericks,Fredericks,24,England,Defender,3.0,0.0,0.0,0.0,0.0
4821,WHU,West Ham United,Olympiakos,Arthur,,Masuaku,Masuaku,26,France,Defender,3.0,0.0,0.0,0.0,0.0
4822,WHU,West Ham United,Arsenal,Lucas,,Pérez,Lucas,27,Spain,Forward,2.0,2.0,0.0,0.0,0.0
4823,WHU,West Ham United,Nottingham Forest,Michail,,Antonio,Antonio,30,England,Midfielder,3.0,0.0,0.0,0.0,0.0
4825,WHU,West Ham United,,Nathan,,Trott,Trott,34,Bermuda,Goalkeeper,,,,,
4826,WHU,West Ham United,,Reece,,Oxford,Oxford,35,England,Defender,,,,,
4827,WHU,West Ham United,Everton,Nathan,,Holland,Holland,37,England,Midfielder,,,,,
4828,WHU,West Ham United,,Josh,,Pask,Pask,39,England,Defender,,,,,
4829,WHU,West Ham United,,Declan,,Rice,Rice,41,Ireland,Midfielder,1.0,0.0,0.0,0.0,0.0
4901,WOL,Wolverhampton Wanderers,Bohemians,Matt,,Doherty,Doherty,2,Ireland,Defender,4.0,0.0,0.0,1.0,0.0
4902,WOL,Wolverhampton Wanderers,Norwich City,Ryan ,,Bennett,Bennett,5,England,Defender,4.0,0.0,0.0,0.0,0.0
4904,WOL,Wolverhampton Wanderers,Monaco,Ivan,,Cavaleiro,Cavaleiro,7,Portugal,Midfielder,,,,,
4905,WOL,Wolverhampton Wanderers,FC Porto,Rubén,,Neves,Neves,8,Portugal,Midfielder,4.0,0.0,1.0,0.0,1.0
4906,WOL,Wolverhampton Wanderers,Benfica,Raúl,,Jiménez,Jiménez,9,Mexico,Forward,4.0,0.0,1.0,0.0,0.0
4907,WOL,Wolverhampton Wanderers,Benfica,Hélder,,Costa,Costa,10,Portugal,Forward,4.0,0.0,0.0,0.0,0.0
4908,WOL,Wolverhampton Wanderers,Sporting CP,Rui,,Patrício,Patrício,11,Portugal,Goalkeeper,4.0,0.0,0.0,0.0,0.0
4909,WOL,Wolverhampton Wanderers,,Bright,,Enobakhare,Enobakhare,14,Nigeria,Forward,,,,,
4910,WOL,Wolverhampton Wanderers,FC Porto,Willy,,Boly,Boly,15,France,Defender,4.0,0.0,1.0,0.0,0.0
4911,WOL,Wolverhampton Wanderers,Huddersfield Town,Conor,,Coady,Coady,16,England,Midfielder,4.0,0.0,0.0,0.0,0.0
4912,WOL,Wolverhampton Wanderers,,Morgan,,Gibbs-White,Gibbs-White,17,England,Midfielder,2.0,2.0,0.0,0.0,0.0
4913,WOL,Wolverhampton Wanderers,Atlético Madrid,Diogo,,Jota,Jota,18,Portugal,Midfielder,4.0,0.0,0.0,0.0,0.0
4914,WOL,Wolverhampton Wanderers,Atlético Madrid,Jonathan,Castro,Otto,Jonny,19,Spain,Defender,4.0,0.0,0.0,0.0,0.0
4915,WOL,Wolverhampton Wanderers,Norwich City,John,,Ruddy,Ruddy,21,England,Goalkeeper,,,,,
4916,WOL,Wolverhampton Wanderers,Angers,Romain,,Saïss,Saïss,27,Morocco,Midfielder,,,,,
4917,WOL,Wolverhampton Wanderers,Monaco,João,,Moutinho,Moutinho,28,Portugal,Midfielder,4.0,0.0,0.0,0.0,1.0
4918,WOL,Wolverhampton Wanderers,Monaco,Rúben,,Vinagre,Vinagre,29,Portugal,Defender,3.0,3.0,0.0,0.0,0.0
4919,WOL,Wolverhampton Wanderers,Wycombe Wanderers,Kortney,,Hause,Hause,30,England,Defender,,,,,
4920,WOL,Wolverhampton Wanderers,Cambridge United,Will,,Norris,Norris,31,England,Goalkeeper,,,,,
4921,WOL,Wolverhampton Wanderers,Anderlecht,Leander,,Dendoncker,Dendoncker,32,Belgium,Midfielder,,,,,
4922,WOL,Wolverhampton Wanderers,Al-Hilal,Léo,,Bonatini,Bonatini,33,Brazil,Forward,3.0,3.0,0.0,0.0,1.0
4923,WOL,Wolverhampton Wanderers,Middlesbrough,Adama,,Traoré,Traoré,37,Spain,Forward,3.0,3.0,1.0,0.0,0.0
4924,WOL,Wolverhampton Wanderers,,Ryan,John,Giles,Giles,23,England,Midfielder,,,,,
4925,WOL,Wolverhampton Wanderers,Norwich City,Benny,,Ashley-Seal,Ashley-Seal,24,England,Forward,,,,,
4926,WOL,Wolverhampton Wanderers,Preston NE,Elliot,,Watt,Watt,25,Scotland,Midfielder,,,,,
4927,WOL,Wolverhampton Wanderers,Valencia,Pedro,,Gonçalves,Gonçalves,26,Portugal,Midfielder,,,,,
